Title,Tag,Image URL,Article URL,Author,Date,Content
"tanda gagal ginjal vs nyeri punggung, seperti apa perbedaannya",tren,https://asset.kompas.com/crops/wZla3tjG14WziwfyswWPl5aHCxc=/0x0:1000x667/230x152/data/photo/2025/05/03/6815d1197cc69.jpg,https://www.kompas.com/tren/read/2025/05/05/063000365/tanda-gagal-ginjal-vs-nyeri-punggung-seperti-apa-perbedaannya-,"Alinda Hardiantoro, Ahmad Naufal Dzulfaroh",2025-05-05 06:30:00,"nyeri pungggung merupakan masalah yang paling sering dialami oleh orang dari segala usia, mulai dari anak muda, dewasa, hingga lansia. meski demikian, penyakit ini tidak boleh diremehkan karena bisa menjadi tanda kerusakan ginjal, sepertigagal ginjal, kanker ginjal, batu ginjal, dan sebagainya. hal ini karena ginjal terletak di bagian belakang tulang punggung, tepatnya di bawah tulang rusuk. namun, rasa nyeri, jenis, serta tingkat keparahan gagal ginjal dan sakit punggung tidaklah sama. oleh sebab itu, penting untuk mengenali gejalagejalanyeri punggungdan sakit ginjal agar dapat membedakan kedua masalah tersebut. baca jugatandatanda ginjal bermasalah yang muncul di dada dan perut, segera cek dilansir darimedical news today, gagal ginjal terjadi ketika organ tersebut kelebihan kalsium, oksalat, dan fosfor yang menumpuk sehingga membentuk batu ginjal. kondisi ini bisa menimbulkan rasa sakit. sementara, nyeri punggung terjadi akibat masalah otot, tulang, atau saraf di punggung. hampir 84 persen orang dewasa mengalami masalah ini, sedangkan lebih dari 8 persen orang amerika serikat terbukti mengalami nyeri punggung yang kronis. dihimpun dari berbagai sumber, berikut ini perbedaan gejala gagal ginjal dan sakit punggung masih dari sumber yang sama, nyeri akibat gagal ginjal terjadi di bawah tulang rusuk atau di kedua sisi tulang belakang. rasa nyeri ini seolaholah berasal dari dalam tubuh. penderita mungkin akan mengalami rasa sakit pada satu atau kedua sisi tubuh, tergantung pada apakah suatu kondisi hanya mempengaruhi satu ginjal atau kedua ginjal. nyeri punggungdapat terjadi di mana saja di punggung. namun, kebanyakan orang mengalaminya pada punggung bagian bawah. baca juga7 tanda awal kanker ginjal yang jarang disadari, cegah sebelum terlambat batu ginjal yang kecil sering kali melewati sistem saluran kemih tanpa menimbulkan rasa sakit. namun, batu yang lebih besar dapat menyebabkan rasa sakit yang hebat dan biasanya memburuk ketika batu berpindah dari ginjal ke ureter. ureter adalah saluran yang menghubungkan ginjal ke kandung kemih dan merupakan bagian dari sistem saluran kemih. infeksi ginjal dapat menyebabkan rasa sakit atau nyeri tumpul yang tetap stabil."
bmkg ungkap wilayah yang berpotensi hujan lebat pada 56 mei 2025,tren,https://asset.kompas.com/crops/76WwpbNGl7sdVHyU_5CmlF1pzNw=/15x0:985x647/230x152/data/photo/2024/11/13/67344ab28dd70.jpg,https://www.kompas.com/tren/read/2025/05/05/060000365/bmkg-ungkap-wilayah-yang-berpotensi-hujan-lebat-pada-5-6-mei-2025,"Alinda Hardiantoro, Ahmad Naufal Dzulfaroh",2025-05-05 06:00:00,"badan meteorologi, klimatologi, dan geofisika bmkg memprediksi sejumlah wilayah di indonesia bakal mengalamihujan lebatdan angin kencang pada senin 552025 sampai dengan selasa 652025. kondisi itu dipengaruhi oleh dinamika atmosfer selama sepekan ke depan. menurut bmkg, pola angin di wilayah indonesia masih menunjukkan periode peralihan, yakni ketika massa udara dari belahan bumi utara dan belahan bumi selatan bertemu di sekitar wilayah indonesia dan membentuk sejumlah sistem tekanan rendah, seperti bibit siklon tropis 99 w serta sirkulasi siklonik yang ada di laut china selatan dan di perairan selatan jawabali. berdasarkan pantauan bmkg, bibit siklon 99w terpantau di laut filipina, sebelah utara papua barat daya dengan kecepatan angin maksimum adalah 15 knots dan tekanan di pusat bibit siklon 1008 hpa. meski demikian, potensi bibit ini menjadi siklon tropis dalam 24 jam ke depan masih dalam kategori rendah. baca jugawarganet mengeluh suhu di semarang terasa sangat panasgerah, ini penjelasan bmkg penyebab berikutnya adalah pengaruh gelombang kelvin, gelombang rossby ekuator, dan gelombang loq frequency yang diperkirakan masih aktif di sekitar wilayah indonesia. kondisi ini berpotensi meningkatkan aktivitas konvektif serta pertumbuhan pola sirkulasi siklonik di wilayah tersebut, tulis bmkg. bmkg mencatat, dengan kelembapan udara yang masih tinggi dan didukung oleh labilitas atmosfer sedang hingga kuat di sejumlah lokasi, potensi hujan masih akan terjadi di sebagian wilayah indonesia. lantas, mana saja wilayah yang bakal mengalami hujan lebat dan angin kencang dalam dua hari ke depan baca jugabmkg peringatan dini banjir rob hingga 7 mei 2025, wilayah mana saja dikutip dariperingatan dini cuaca 3 hari ke depanbmkg, berikut sederet wilayah yang berpotensi dilanda hujan lebat dan angin kencang pada senin 552025 sampai dengan selasa 652025 1.wilayah berpotensi hujansedang hingga lebat 2. wilayah berpotensi hujan lebat dan sangat lebat 3. wilayah berpotensi angin kencang baca jugamei 2025 sudah musim kemarau, kenapa indonesia masih hujan ini kata bmkg 1. wilayah berpotensi hujan sedang hingga lebat 2. wilayah berpotensi hujan lebat dan sangat lebat 3. wilayah berpotensi angin kencang itulah wilayah yang berpotensi hujan lebat dan angin kencang pada 56 mei 2025."
populer tren tanda ginjal bermasalah pada dada dan perut prakiraan cuaca 45 mei,tren,https://asset.kompas.com/crops/SAmvq9dJK4kwrKx1QxgaaQOBOe8=/210x86:1074x662/230x152/data/photo/2025/05/04/68178f520daf0.jpg,https://www.kompas.com/tren/read/2025/05/05/053000165/-populer-tren-tanda-ginjal-bermasalah-pada-dada-dan-perut-prakiraan-cuaca-4,Ahmad Naufal Dzulfaroh,2025-05-05 05:30:00,"sejumlah artikel kanal tren pada minggu 452025 menarik minat pembaca. informasi tentang tanda ginjal bermasalah pada dada dan perut menjadi artikel paling banyak dibaca sepanjang 24 jam terakhir. pembaca juga tertarik dengan informasi tentang prakiraan cuaca 45 mei, 4 produk pangan di singapura ditarik karena picu masalah jantung, tips cegah henti jantung saat olahraga, serta cara cegah uban di usia muda. berikutartikel terpopulerkanal tren pada minggu. baca jugaresmi, pemprov jabar larang kegiatan study tour, wisuda, hingga main game tandatanda ginjal mengalami masalah dapat diketahui dari kondisi di dada dan perut. gejala tersebut sering disalahartikan sebagai masalah organ lain, radang usus atau paruparu, padahal berkaitan dengan gangguan fungsi ginjal. simak selengkapnya dalam artikel berikuttandatanda ginjal bermasalah yang muncul di dada dan perut, segera cek. badan meteorologi, klimatologi, dan geofisika bmkg memperkirakan hujan lebat akan turun di sejumlah wilayah indonesia pada minggu 452025 dan senin 552025. kondisi ini salah satunya disebabkan oleh adanya bibit siklon tropis 99w, serta sirkulasi siklonik yang ada di laut china selatan dan di perairan selatan jawabali. simak selengkapnya dalam artikel berikutbmkg ungkap wilayah yang berpotensi hujan lebat pada 45 mei 2025. singapura menemukan empat produk pangan yang bisa memicu masalah jantung karena mengandung zat berbahaya. temuan tersebut diumumkan oleh badan pangan singapura sfa pada rabu 3042025. simak selengkapnya dalam artikel berikut4 produk pangan ditarik di singapura karena picu masalah jantung, apakah beredar di indonesia olahraga yang melibatkan aktivitas fisik tinggi seperti lari memerlukan persiapan yang matang agar tubuh dapat menyesuaikan diri dengan baik. tanpa pemahaman yang tepat, berlari bisa memicu gangguan pada jantung, bahkan hingga kematian mendadak. simak selengkapnya dalam artikel berikutcegah henti jantung saat olahraga lari, berikut tips dari dokter... uban memang kerap dikaitkan dengan faktor usia. namun dalam banyak kasus, rambut berwarna putih atau abuabu juga dapat muncul jauh lebih awal dari yang seharusnya. simak selengkapnya dalam artikel berikutdokter ungkap cara mencegah uban di usia muda, tak sekadar faktor usia."
"dibekukan komdigi, worldcoin sudah bermasalah di luar negeri...",tren,https://asset.kompas.com/crops/UBbxr8PLu2uktxV2Be0OYYe0be0=/0x0:740x493/230x152/data/photo/2024/11/04/672873da5cc6f.jpg,https://www.kompas.com/tren/read/2025/05/05/050000365/dibekukan-komdigi-worldcoin-sudah-bermasalah-di-luar-negeri,"Muhammad Iqbal Amar, Irawan Sapto Adhi",2025-05-05 05:00:00,"kompas.com kementerian komunikasi dan digital komdigi telah melakukan pembekuan sementara terhadap tanda daftar penyelenggara sistem elektronik tdpse milik layananworldcoindan worldid. pembekuan tersebut menyusul adanya sebuah laporan masyarakat mengenai aktivitas mencurigakan berkenaan dengan layanan digital tersebut. pembekuan ini merupakan langkah preventif untuk mencegah potensi risiko terhadap masyarakat, kata direktur jenderal pengawasan ruang digital kemenkomdigi alexander sabar di jakarta, dikutip dariantarapada minggu 452025. usut punya usut, worldcoin ternyata sudah mempunyai jejak permasalahan di luar negeri. lantas,apa itu worldcoindan sejauh mana persoalannya berkembang di luar negeri baca jugaseri iphone 16 akhirnya dapat sertifikat postel dari komdigi, apa itu worldcoin merupakan platform identifikasi digital yang menggunakan data biometri, khususnyascanningatau pemindaian retina. proyek ini digagas olehceo openai, sam altman, dan bertujuan membangun sistem keuangan serta identitas berbasis teknologi blockchain. belakangan, worldcoin jadi pembicaraan di media sosial di tanah air, khususnya setelah sejumlah warga di bekasi dan depok, jawa barat, ramairamai mendatangi lokasi yang diduga menyediakan layanan aplikasi world app. mereka tertarik melakukan pendaftaran dan pemindaian retina karena dijanjikan imbalan uang tunai sebesar rp 300.000 hingga rp 500.000. baca jugasiapa pemilik aplikasi jagat dan apa katanya setelah dipanggil komdigi hal ini pun mendapat atensi dari kemenkomdigi usai worldcoin ramai di media sosial. setelah adanya laporan mencurigakan, kemenkomdigi berencana memanggil perwakilan dari pt terang bulan abadi dan pt sandina abadi nusantara untuk meminta klarifikasi terkait dugaan pelanggaran terhadap ketentuan dalam penyelenggaraan sistem elektronik pada layanan worldcoin dan worldid. berdasarkan temuan awal, pt terang bulan abadi belum tercatat sebagai penyelenggara sistem elektronik dan belum memiliki tanda daftar penyelenggara sistem elektronik tdpse sebagaimana diwajibkan oleh peraturanundangan. layanan worldcoin diketahui menggunakan tdpse yang terdaftar atas nama badan hukum lain, yaitu pt sandina abadi nusantara, ujar alexander. baca jugakomdigi lantik struktur direktorat jenderal baru, berikut tugas dan fungsinya masalah worldcoin ternyata tak hanya muncul di indonesia. di eropa, proyek ini sudah menghadapi sejumlah gugatan privasi. sebagaimana diberitakanreuterspada 20 desember 2024, perusahaan worldcoin milik sam altman kedapatan punya rekam jejak berkaitan dengan masalah privasi di sejumlah negara eropa."
vasektomi menyebabkan impoten ketahui ini faktanya menurut dokter,tren,https://asset.kompas.com/crops/E1sBflIerAJ_8G4TyLWv67A6OpY=/64x41:559x372/230x152/data/photo/2023/04/13/6437a1e5a2fca.png,https://www.kompas.com/tren/read/2025/05/04/221500865/vasektomi-menyebabkan-impoten-ketahui-ini-faktanya-menurut-dokter-,Shintaloka Pradita Sicca,2025-05-04 22:15:00,"kompas.com kekhawatiran bahwavasektomidapat menyebabkanimpotenmasih menjadi alasan yang membuat banyak pria enggan menjalani prosedur kontrasepsi ini. dokter spesialis obstetri dan ginekologi obgyn dr. keven pratama manas tali, sp.og, mengungkapkan bahwa miskonsepsi ini menjadi salah satu penyebab rendahnya minat vasektomi di indonesia. dokter yang berpraktik di di rs pantai indah kapuk ini mengatakan kepadakompas.compada jumat 252025, anggapan tersebut tidak sesuai fakta. baca jugaminat vasektomi minim di indonesia, dokter ini sebut beberapa faktornya vasektomitidak memengaruhi hormon pria, kemampuan ereksi, atau gairah seksual, ujar keven. mengutip kementerian kesehatan, vasektomi adalah metodekontrasepsi pada priayang hanya memutus saluran vas deferens, yaitu saluran yang membawa sperma dari testis ke cairan mani. sehingga, sperma tidak bisa keluar bersama air mani yang bisa menyebabkan kehamilan. namun, metode kontrasepsi pada pria ini tidak mengganggu produksi hormon testosteron yang berperan penting dalamfungsi seksual. baca jugaapakah vasektomi menyakitkan simak penjelasan dokter ini senada dengan keven, health management specialist corporate hr kompas gramedia, dr. santi, juga menjelaskan bahwa banyak pria masih takut kehilangan kemampuan seksual setelah vasektomi. banyak pria khawatir dengan menurunnya kemampuan seksual ketika dilakukan vasektomi, ujar santi kepadakompas.com. ia menegaskan bahwa tubuh pria tetap memproduksi hormon testosteron setelah prosedur vasektomi dilakukan. testis atau buah zakar tetap membuat hormon testosteron, ucapnya. ia memaparkan bahwa testosteron adalah hormon utama pria yang memengaruhi berbagai fungsi tubuh, termasuk libido, kekuatan otot, distribusi lemak, dan kemampuan ereksi. selanjutnya, santi menjelaskan bahwa metode kontrasepsi pada pria ini dilakukan dengan cara memotong, mengikat, atau menyumbat saluran sperma agar sperma tidak bercampur dengan air mani. itu menghilangkan kemungkinan kehamilan, tapi tidak berpengaruh pada fungsi seksual. hormon terstosteron ini tidak ditampung di dalam tabung epididimis, tempat sperma ditampung dan dimatangkan, imbuhnya. dengan pemahaman ini, pria tidak perlu khawatir akan vasektomi, karena tidak menyebabkan impoten. baca jugadedi mulyadi rencanakan vasektomi jadi syarat penerima bansos di jabar, berapa biayanya"
"kisah roshni devi, perempuan india 70 tahun sembuh dari radang sendi dengan angkat besi",tren,https://asset.kompas.com/crops/_IFHOCpXkpvomCwdPy9bKr8GwU8=/40x0:377x225/230x152/data/photo/2025/05/04/68175281145a6.png,https://www.kompas.com/tren/read/2025/05/04/210000065/kisah-roshni-devi-perempuan-india-70-tahun-sembuh-dari-radang-sendi-dengan,"Muhammad Iqbal Amar, Irawan Sapto Adhi",2025-05-04 21:00:00,"kompas.com bagi banyak penderitaradang sendi, menjalani hidup seringkali identik dengan obat pereda nyeri, tongkat bantu jalan, serta gerakan yang harus serba hatihati. namun hal itu tidak berlaku bagi seorang wanita berusia 70 tahun di india. ia bisa sembuh daripenyakit radang sendiyang dialaminya hanya dengan olahraga di gimnasium. wanita itu bernamaroshni deviyang gigih melawan radang sendi di lututnya dengan rutin melakukan olahraga angkat beban setiap hari. meskipun telah didiagnosis menderita radang sendi lutut, ia tetap konsisten berlatih di pusat kebugaran atau gimnasium setiap hari sejak usia 68 tahun. hal ini pun menjadi sebuah inspirasi di dunia kesehatan terutama kalangan lanjut usia agar termotivasi meningkatkan kesehatan melalui aktivitas fisik. lantas, bagaimana cerita inspiratif roshni devi yang sembuh dari penyakit radang sendi dengan latihan fisik di gimnasium baca juga3 jenis sayuran pantangan reumatik, radang sendi bisa kambuh sebagaimana diberitakan olehhindustan times, jumat 252025, perjalanan inspiratif roshni devi dibagikan oleh influencer india aradhana chatterjee melalui akun instagram miliknya. dalam videonya, aradhana mengungkapkan bahwa meskipun mengidap radang sendi lutut, roshni devi mampu melakukandeadliftseberat 60 kilogram,squat40 kilogram, danleg presshingga 100 kilogram setiap hari. aradhana juga menceritakan bahwa roshni mulai berolahraga pada usia 68 tahun. aktivitas fisik di gimnasium dilakukan setelah roshni mengalami kesulitan berdiri dan berjalan akibat penyakit yang dideritanya. dorongan dari sang putra juga menjadi motivasi bagi roshni untuk mulai berlatih di gimnasium. baca jugaredakan radang sendi, ini 3 potensi efek buruk daun pandan bagi tubuh ada anggapan bahwa latihan di gimnasium tidak ramah bagi manusia lanjut usia manula. namun, roshni sama sekali tidak mempercayai hal tersebut. dilansir daritimes of india, sabtu 352025, alihalih langsung latihan angkat beban, roshni justru memulai dari hal kecil seperti belajar cara duduk yang benar, menggunakan badan untuk gerak sederhana, hingga latihan keseimbangan. awalnya, ia kesulitan melangkah di atastreadmill. namun, seiring waktu tubuhnya pun merespon dan merasakan ketegangan radang sendi pun berkurang. postur tubuh roshni pun semakin membaik dan muncul rasa percaya diri untuk melakukan lebih dari itu."
"resmi, pemprov jabar larang kegiatan study tour, wisuda, hingga main game",tren,https://asset.kompas.com/crops/6lb2yOkYsAlynTL_LJXURpDpOlE=/0x0:0x0/230x152/data/photo/2025/05/02/681448497d268.jpg,https://www.kompas.com/tren/read/2025/05/04/200000365/resmi-pemprov-jabar-larang-kegiatan-study-tour-wisuda-hingga-main-game,"Alinda Hardiantoro, Ahmad Naufal Dzulfaroh",2025-05-04 20:00:00,"gubernur jawa baratdedi mulyadiresmi melarang kegiatan study tour dan wisuda di satuan pendidikan di wilayah jawa barat. kebijakan ini tertuang dalam surat edaran se 43pk.03.04kesra yang diterbitkan oleh pemerintahan provinsi pemprov jawa barat jabar pada mei 2025. se tersebut bertujuan mengatur pembentukan karakter peserta didik untuk jenjang pendidikan anak usia dini atau tk, pendidikan dasar atau sd, serta pendidikan menengah khususnya di wilayah jawa barat. ada sembilan poin instruksi di dalam se 43pk.03.04kesra. beberapa di antaranya adalah larangan mengadakan kegiatan study tour dan wisuda. dijelaskan pada poin 3 dan 4, kegiatan piknik yang dibalut study tour dilarang karena dapat menambah beban finansial orangtua. sementara, kegiatan wisuda pada seluruh jenjang pendidikan juga tidak diperbolehkan karena dianggap tidak memiliki makna akademik bagi perkembangan pendidikan di indonesia. baca jugapolemik larangan study tour mengacu se di atas, kegiatan study tour bisa diganti dengan berbagai kegiatan lain yang berbasis inovasi. misalnya, mengelola sampah di lingkungan sekolah, mengembangkan sistem pertanian organik, aktivitas peternakan, perikanan dan kelautan, serta meningkatkan wawasan dunia usaha dan industri. dilansir dari akun instagram resmidisdikjabar,miinggu 452025, kegiatanstudy tourjuga tetap bisa dilakukan apabila memenuhi syarat dan ketentuan berikut ini sementara itu, untuk kegiatan wisuda atau perpisahan bisa diselenggarakan dengan ketentuan berikut ini baca jugatk di bekasi adakan wisuda biaya tinggi, apa kata pengamat pendidikan selain melarang kegiatan study tour dan wisuda, surat edaran itu juga mengatur penggunaan kendaraan sepeda motor oleh siswa. disebutkan pada poin 6 se tersebut,peserta didik yang belum cukup umur dilarang menggunakan kendaraan bermotor serta mengoptimalkan penggunaan angkutan umum atau berjalan kaki dengan jangkauan sesuai dengan kemampuan fisik peserta didik. namun, khusus peserta didik yang tinggal di daerah terpencil, diberikan toleransi sebagai upaya untuk memudahkan daya jangkauan siswa dari rumah ke sekolah. selanjutnya, surat edaran itu juga melarang siswa di segala jenjang pendidikan untuk terlibat tawuran, bermaingame,merokok, mabuk, balapan motor, menggunakan knalpot brong, dan berperilaku yang tidak terpuji. bagi siswa yang melanggar aturan tersebut akan diberikan pembinaan khusus setelah mendapat persetujuan dari orang tua. di sisi lain, se tersebut juga mengatur siswa untuk mengikuti kegiatan ekstrakurikuler. tujuannya adalah untuk meningkatkan pemahaman siswa terkait wawasan kebangksaan. kegiatan ekstrakurikuler itu dapat berupa pramuka, paskibra, palang merah remaja, dan kegiatan lainnya yang berdampak positif bagi pembentukan karakter siswa didik."
"daftar 7 kota tertua di indonesia, ada di mana saja",tren,https://asset.kompas.com/crops/84_AcKxc4eSc6O-FAU-6BlOOmS0=/69x0:1149x720/230x152/data/photo/2023/09/19/6509bd522155e.jpg,https://www.kompas.com/tren/read/2025/05/04/193000965/daftar-7-kota-tertua-di-indonesia-ada-di-mana-saja-,Muhammad Zaenuddin,2025-05-04 19:30:00,"kota merujuk pada wilayah pusat populasi yang relatif permanen dan sangat terorganisir. kota umumnya memiliki ukuran wilayah atau kepentingan yang lebih besar dibandingkan kampung atau desa. keberadaan kota telah ada sejak peradaban kuno ribuan tahun yang lalu. sebagian telah hancur dan musnah, namun sebagian lain bertahan sampai dengan saat ini. baca juga8 orang terkaya di indonesia awal mei 2025 versi bloomberg, berikut juaranya meski sulit untuk menentukan usia pasti dari sebuah kota kuno, para ilmuwan dan peneliti telah menentukan berdasarkan buktibukti yang ditemukan. misalnya, beberapa menyebut bahwa kota tertua di dunia adalah damaskus, syria, namun pendapat lain menyebut jericho, palestina merupakan yang tertua. di tanah air sendiri, ada banyak kota di indonesia yang berusia ratusan bahkan ribuan tahun, meski indonesia baru akan berusia 80 tahun. baca juga5 jembatan terpanjang di indonesia, ada di mana saja lantas, mana sajakota tertua di indonesia berikut adalah daftar tujuh kota tertua di indonesia yang usianya mencapai ratusan bahkan ribuan tahun dikutip dari lamankompas.com24122022, kota tertua di indonesia yang diketahui adalah palembang. kota palembang telah berusia 1343 tahun dan berdiri sejak juni 682 masehi. palembang juga merupakan pusat dari kerajaan sriwijaya yang sudah ada sejak abad ke7. baca jugamengenal sejarah pempek asal palembang dan cara membuatnya dilansir dari lamankompas.com132022, kota salatiga berdiri sejak 24 juli 750 masehi dan saat ini sudah mencapai usia 1.275 tahun. diketahui, sejarah salatiga bersumber dari prasasti plumpungan yang berada di dukuh plumpungan, kelurahan kauman kidul, kecamatan sidorejo. kediri berada di peringkat ketiga sebagai kota tertua di indonesia dan merupakan kota tertua yang ada di jawa timur. kota kediri telah ditetapkan berdiri pada 27 juli 879 masehi dan saat ini usianya telah mencapai 1.146 tahun. baca juga10 provinsi dengan jumlah kabupatenkota terbanyak di indonesia, mana saja kota magelang resmi didirikan pada 11 april 907 masehi dan saat ini usianya sudah menginjak 1.118 tahun."
"diabetes intai juga anak muda, ini gejala awal yang perlu diwaspadai",tren,https://asset.kompas.com/crops/xdzomdxvfZBtlZjj-KiaUsu7T-U=/38x602:708x1048/230x152/data/photo/2025/04/13/67fb50fa4e2af.jpeg,https://www.kompas.com/tren/read/2025/05/04/190000865/diabetes-intai-juga-anak-muda-ini-gejala-awal-yang-perlu-diwaspadai,Irawan Sapto Adhi,2025-05-04 19:00:00,"kompas.com diabetes sekarang bukan lagi menjadi penyakit yang hanya menyerang masyarakat usia lanjut lansia, melainkan juga anak muda. kepala program studi pendidikan profesi dokter fk untag surabaya, dimas aryo pamungkas, membeberkan berdasarkan data national diabetes integration 2025, sekitar 12 persen kasus diabetes tipe 2 di asia tenggara berasal dari kelompok usia muda, termasuk indonesia. diabetes melitus tipe 2 adalah penyakit kronis yang ditandai dengan peningkatan kadar gula darah dalam tubuh akibat resistensi insulin atau produksi insulin yang tidak adekuat. baca jugabukan hanya gula, makanan ini juga bisa picu diabetes menurut dokter menurut dia, ada beberapa gejala awal diabetes pada anak muda yang penting unduk dikenali. gejala awal seperti tubuh cepat lelah, sering buang air kecil pada malam hari, berat badan turun tanpa sebab, hingga kesemutan perlu diwaspadai, ujarnya pada jumat 232025, dikutip dariantara. dimas menyampaikan, kekhawatiran terhadap pola konsumsi minuman manis pada kalangan anak remaja. data kementerian kesehatan kemenkes ri mencatat peningkatan konsumsi sebesar 20 persen pada usia 1720 tahun dalam lima tahun terakhir. minuman kekinian bisa mengandung 6080 gram gula per porsi, padahal batas harian hanya 50 gram, terangnya. dimas menerangkan, diabetes pada usia muda berisiko menimbulkan komplikasi lebih cepat, seperti gangguan jantung dan ginjal dalam 1015 tahun ke depan. maka dari itu, ia menekankan pentingnya pencegahan melalui pola hidup sehat, termasuk olahraga minimal 150 menit per minggu, menjaga pola makan, dan tidur cukup. baca jugadiabetes tipe 5 resmi diakui, bagaimana gejala penyakit ini ia menceritakan kasus seorang pasien berusia 22 tahun dengan kadar gula darah 500 mgdl yang mengalami komplikasi serius dan akhirnya meninggal dunia. diabetes seperti jebakan manis. kita merasa sehat, padahal organorgan sudah mulai rusak. jangan tunggu sakit, baru menjaga pola hidup, ucap dimas."
cara menambahkan font baru ke microsoft word dengan mudah,tren,https://asset.kompas.com/crops/aBWBWIg4pM1iy-xORibL7M-3WiI=/159x699:1428x1546/230x152/data/photo/2024/08/29/66cff060bdbf8.png,https://www.kompas.com/tren/read/2025/05/04/183000965/cara-menambahkan-font-baru-ke-microsoft-word-dengan-mudah,Muhammad Zaenuddin,2025-05-04 18:30:00,"anda dapat menambahkanfontbaru kemicrosoft worduntuk memperkaya bentuk karakter tulisan dalam dokumen anda. microsoft word merupakan aplikasi pengolah kata yang umumnya dimanfaatkan untuk membuat dokumen seperti surat, jurnal, laporan, makalah, hingga buku. baca jugacara ubah file word ke pdf, mudah tidak perlu aplikasi tambahan sementarafontadalah sekumpulan karakter, huruf, angka, dan simbol yang digunakan untuk mempresentasikan teks secara visual. fontmenentukan tampilan teks, termasuk bentuk huruf, ketebalan, dan gaya tulisan. biasanyafontmemiliki gaya desain yang berbedabeda tergantung jenisnya. lantas, bagaimana cara menambahkanfontbaru ke microsoft word baca jugacara memasukkan tanda tangan di file word, berikut langkahlangkahnya sebelum menambahkanfontke microsoft word, anda harus memilikifile fontyang ingin ditambahkan terlebih dahulu. silakan cari di laman penyedia layananfontyang ada di internet, misalnya google fonts. dan pastikanfontmemiliki format truetype .ttf atau opentype .otf karena format ini kompatibel dengan microsoft word. baca jugacara bikin daftar isi otomatis di microsoft word berikut langkahlangkah menambahkanfontbaru ke microsoft word baca jugacara cetak dokumen dan ubah jenis kertas di microsoft word karena otomatis terpasang ke sistem,fontbaru tersebut juga dapat digunakan di aplikasi lain seperti powerpoint, excel, photoshop, dan pada program berbasis teks lainnya. demikian cara menambahkanfontbaru ke microsoft word dengan mudah."
"ramai soal ratusan cacing keluar dari permukaan tanah, apa penyebabnya",tren,https://asset.kompas.com/crops/ZwdvLdfhu4UHPIB-JG3Ljwlp_ug=/0x161:675x611/230x152/data/photo/2025/05/04/6817135072523.jpg,https://www.kompas.com/tren/read/2025/05/04/180000465/ramai-soal-ratusan-cacing-keluar-dari-permukaan-tanah-apa-penyebabnya-,"Retia Kartika Dewi, Ahmad Naufal Dzulfaroh",2025-05-04 18:00:00,"sebuah unggahan berisi informasi mengenai adanya fenomena cacing yang keluar dari permukaan tanah, viral di media sosial x pada sabtu 352025. unggahan itu juga menyertakan foto yang menampilkan beberapa cacing yang berserakan di permukaan tanah. ada juga beberapa cacing yang dimasukkan ke dalam wadah. fenomena cacing pada keluar dari dalam tanah nih,,ada kali 500an cacing, tulis keterangan dalam foto yang diunggah oleh akun x,mera,sabtu. lalu, apa penyebab cacingcacing keluar dari dalam tanah baca juga5 jenis cacing yang bisa menginfeksi tubuh manusia, apa saja guru besar departemen ilmu tanah dan sumberdaya lahan, ipb university, iskandar mengatakan, penyebab cacing tanah bisa keluar ke permukaan tanah karena bergantung dengan bahan organik. cacing tanah adalah organisme yang sangat tergantung dengan bahan organik dan kelembaban tanah, kata iskandar saat dihubungikompas.com, minggu 452025. kalau bahan organik berkurang, maka cacing bergerak untuk mencari sumber makanan baru, lanjut dia. dia menjelaskan, setelah hujan lebat, pori tanah akan penuh terisi dengan air dan kelembapan tanah akan sangat tinggi. hal itu akan mengganggu kehidupan cacing tanah. karenanya, cacing akan keluar dan mencari bahan organik di tempat kering. cacing suka dengan kondisi tanah berkadar bahan organik tinggi dan kelembapan cukup, ujar iskandar. baca jugapenjelasan infeksi cacing ginjal buat pria di india susah bak 2 hari kendati demikian, iskandar memastikan tak ada kaitan fenomena ini dengan bencana alam, seperti gempa. keluarnya cacing tanah membuat organisme tanah yang diperlukan untuk membusukkan bahan organik segar akan berkurang, ucap iskandar. jadi, keluarnya cacing tanah tidak ada hubungannya dengan getaran, karena di dalam tanah tidak hanya hidup cacing tetapi juga organisme meso dan makrofauna lainnya, kata dia. menurutnya, getaran yang terjadi tidak hanya mengganggu cacing, melainkan organisme lain yang ada di dalam tanah tersebut. baca jugaini gejala dan penyebab perut anak bisa dipenuhi cacing ascariasis yang perlu diwaspadai"
